CodeNo,BTSName,DgOnLoad,SiteOnBat,HasRecord,RecordDate
IMREW-46016,Budhanpur,0,0,0,3/17/2017
IMREW-46025,Funga,0,0,0,3/17/2017
IMREW-46023,Nigwani,0,0,0,3/17/2017
IMREW-46017,Pipariya,0,0,0,3/17/2017
IMJBL-15013,BHAROLA,0,0,0,3/17/2017
IMJBL-15023,Karkeli,0,0,0,3/17/2017
IMJBL-38019,Badwara,0,0,0,3/17/2017
IMJBL-38131,KATARIYA,0,0,0,3/17/2017
IMJBL-15027,LOHRA,0,0,0,3/17/2017
IMJBL-15001,Umaria 2,0,0,0,3/17/2017
IMJBL-39215,Magarmuna,0,789,1,3/18/2017
IMJBL-39356,Sahsan,5956,0,1,3/18/2017
IMJBL-39229,Shahpura,0,0,0,3/18/2017
IMJBL-39239,Parsel,0,0,1,3/18/2017
IMJBL-39222,Patan,0,0,0,3/18/2017
IMJBL-39223,Guru Mohalla-  Patan,0,0,0,3/18/2017
IMJBL-39237,Gubra Kalan,0,0,1,3/18/2017
IMJBL-39292,Khini,0,0,1,3/18/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/18/2017
IMREW-46031,Amadand,0,0,0,3/18/2017
IMJBL-15004,Ghunghuti,0,0,1,3/18/2017
IMJBL-15002,Nowrozabad,0,0,1,3/18/2017
IMJBL-15003,Pali,0,0,0,3/18/2017
IMJBL-15008,Pali BB,0,0,0,3/18/2017
IMJBL-15067,BADERI,2584,0,1,3/18/2017
IMJBL-15068,NIGHARI,0,1072,1,3/18/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,3/18/2017
IMJBL-38081,Khamtara,22102,0,1,3/18/2017
IMJBL-38061,Ganeshpur_ Rptr,0,0,0,3/18/2017
IMREW-46016,Budhanpur,0,0,0,3/18/2017
IMREW-46025,Funga,0,0,0,3/18/2017
IMREW-46023,Nigwani,0,0,0,3/18/2017
IMREW-46017,Pipariya,0,0,0,3/18/2017
IMJBL-15013,BHAROLA,0,0,0,3/18/2017
IMJBL-15023,Karkeli,0,0,0,3/18/2017
IMJBL-38019,Badwara,0,0,0,3/18/2017
IMJBL-38131,KATARIYA,0,0,0,3/18/2017
IMJBL-15027,LOHRA,0,0,0,3/18/2017
IMJBL-15001,Umaria 2,0,0,0,3/18/2017
IMJBL-39215,Magarmuna,0,15113,1,3/19/2017
IMJBL-39356,Sahsan,3155,0,1,3/19/2017
IMJBL-39229,Shahpura,284,0,1,3/19/2017
IMJBL-39239,Parsel,0,0,1,3/19/2017
IMJBL-39222,Patan,0,0,0,3/19/2017
IMJBL-39223,Guru Mohalla-  Patan,0,0,0,3/19/2017
IMJBL-39237,Gubra Kalan,0,0,1,3/19/2017
IMJBL-39292,Khini,0,0,1,3/19/2017
IMREW-46002,Jamuna Pasan,0,0,0,3/19/2017
IMREW-46031,Amadand,0,0,0,3/19/2017
IMJBL-15004,Ghunghuti,0,0,1,3/19/2017
IMJBL-15002,Nowrozabad,0,0,1,3/19/2017
IMJBL-15003,Pali,246,0,1,3/19/2017
IMJBL-15008,Pali BB,0,0,0,3/19/2017
IMJBL-15067,BADERI,35677,0,1,3/19/2017
IMJBL-15068,NIGHARI,0,0,0,3/19/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,3/19/2017
IMJBL-38081,Khamtara,43084,0,1,3/19/2017
IMJBL-38061,Ganeshpur_ Rptr,0,0,0,3/19/2017
IMREW-46016,Budhanpur,0,0,0,3/19/2017
IMREW-46025,Funga,0,0,0,3/19/2017
IMREW-46023,Nigwani,0,0,0,3/19/2017
IMREW-46017,Pipariya,0,0,0,3/19/2017
IMJBL-15013,BHAROLA,0,0,0,3/19/2017
IMJBL-15023,Karkeli,0,0,0,3/19/2017
IMJBL-38019,Badwara,0,0,0,3/19/2017
IMJBL-38131,KATARIYA,0,0,0,3/19/2017
IMJBL-15027,LOHRA,0,0,0,3/19/2017
IMJBL-15001,Umaria 2,0,0,0,3/19/2017
IMJBL-39215,Magarmuna,0,0,1,3/20/2017
IMJBL-39356,Sahsan,3469,0,1,3/20/2017
IMJBL-39229,Shahpura,0,0,0,3/20/2017
IMJBL-39239,Parsel,0,0,1,3/20/2017
IMJBL-39222,Patan,0,0,0,3/20/2017
IMJBL-39223,Guru Mohalla-  Patan,0,0,0,3/20/2017
IMJBL-39237,Gubra Kalan,0,0,0,3/20/2017
IMJBL-39292,Khini,0,0,0,3/20/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/20/2017
IMREW-46031,Amadand,0,0,1,3/20/2017
IMJBL-15004,Ghunghuti,3666,0,1,3/20/2017
IMJBL-15002,Nowrozabad,0,0,1,3/20/2017
IMJBL-15003,Pali,0,0,0,3/20/2017
IMJBL-15008,Pali BB,0,0,0,3/20/2017
IMJBL-15067,BADERI,13421,0,1,3/20/2017
IMJBL-15068,NIGHARI,7023,32269,1,3/20/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,3/20/2017
IMJBL-38081,Khamtara,13158,0,1,3/20/2017
IMJBL-38061,Ganeshpur_ Rptr,0,0,0,3/20/2017
IMREW-46016,Budhanpur,0,0,0,3/20/2017
IMREW-46025,Funga,0,0,0,3/20/2017
IMREW-46023,Nigwani,0,0,0,3/20/2017
IMREW-46017,Pipariya,0,0,0,3/20/2017
IMJBL-15013,BHAROLA,0,0,0,3/20/2017
IMJBL-15023,Karkeli,0,0,0,3/20/2017
IMJBL-38019,Badwara,0,0,0,3/20/2017
IMJBL-38131,KATARIYA,0,0,0,3/20/2017
IMJBL-15027,LOHRA,0,0,0,3/20/2017
IMJBL-15001,Umaria 2,0,0,0,3/20/2017
IMJBL-39215,Magarmuna,2371,13545,1,3/21/2017
IMJBL-39356,Sahsan,0,0,1,3/21/2017
IMJBL-39229,Shahpura,797,0,1,3/21/2017
IMJBL-39239,Parsel,19521,0,1,3/21/2017
IMJBL-39222,Patan,0,0,0,3/21/2017
IMJBL-39223,Guru Mohalla-  Patan,0,0,1,3/21/2017
IMJBL-39237,Gubra Kalan,0,0,1,3/21/2017
IMJBL-39292,Khini,0,0,1,3/21/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/21/2017
IMREW-46031,Amadand,0,0,1,3/21/2017
IMJBL-15004,Ghunghuti,1036,0,1,3/21/2017
IMJBL-15002,Nowrozabad,0,0,1,3/21/2017
IMJBL-15003,Pali,0,0,1,3/21/2017
IMJBL-15008,Pali BB,0,0,0,3/21/2017
IMJBL-15067,BADERI,6716,0,1,3/21/2017
IMJBL-15068,NIGHARI,11981,43661,1,3/21/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,3/21/2017
IMJBL-38081,Khamtara,8253,0,1,3/21/2017
IMJBL-38061,Ganeshpur_ Rptr,44892,44892,1,3/21/2017
IMREW-46016,Budhanpur,0,0,1,3/21/2017
IMREW-46025,Funga,5089,0,1,3/21/2017
IMREW-46023,Nigwani,2298,0,1,3/21/2017
IMREW-46017,Pipariya,0,0,1,3/21/2017
IMJBL-15013,BHAROLA,0,4678,1,3/21/2017
IMJBL-15023,Karkeli,0,0,1,3/21/2017
IMJBL-38019,Badwara,0,0,1,3/21/2017
IMJBL-38131,KATARIYA,0,0,1,3/21/2017
IMJBL-15027,LOHRA,0,0,1,3/21/2017
IMJBL-15001,Umaria 2,0,0,0,3/21/2017
IMJBL-39215,Magarmuna,2733,9539,1,3/22/2017
IMJBL-39356,Sahsan,5484,0,1,3/22/2017
IMJBL-39229,Shahpura,0,0,1,3/22/2017
IMJBL-39239,Parsel,18840,0,1,3/22/2017
IMJBL-39222,Patan,0,0,0,3/22/2017
IMJBL-39223,Guru Mohalla-  Patan,0,0,1,3/22/2017
IMJBL-39237,Gubra Kalan,0,0,1,3/22/2017
IMJBL-39292,Khini,0,0,1,3/22/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/22/2017
IMREW-46031,Amadand,3846,0,1,3/22/2017
IMJBL-15004,Ghunghuti,0,0,1,3/22/2017
IMJBL-15002,Nowrozabad,0,0,1,3/22/2017
IMJBL-15003,Pali,7192,0,1,3/22/2017
IMJBL-15008,Pali BB,0,0,0,3/22/2017
IMJBL-15067,BADERI,3518,0,1,3/22/2017
IMJBL-15068,NIGHARI,6653,71639,1,3/22/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,3/22/2017
IMJBL-38081,Khamtara,17712,0,1,3/22/2017
IMJBL-38061,Ganeshpur_ Rptr,72084,72084,1,3/22/2017
IMREW-46016,Budhanpur,0,0,1,3/22/2017
IMREW-46025,Funga,0,0,1,3/22/2017
IMREW-46023,Nigwani,0,0,1,3/22/2017
IMREW-46017,Pipariya,0,0,1,3/22/2017
IMJBL-15013,BHAROLA,7774,18749,1,3/22/2017
IMJBL-15023,Karkeli,0,0,1,3/22/2017
IMJBL-38019,Badwara,0,0,1,3/22/2017
IMJBL-38131,KATARIYA,15514,16369,1,3/22/2017
IMJBL-15027,LOHRA,7133,0,1,3/22/2017
IMJBL-15001,Umaria 2,0,0,0,3/22/2017
IMJBL-39215,Magarmuna,0,7309,1,3/23/2017
IMJBL-39356,Sahsan,6465,0,1,3/23/2017
IMJBL-39229,Shahpura,0,0,1,3/23/2017
IMJBL-39239,Parsel,9068,0,1,3/23/2017
IMJBL-39222,Patan,0,0,0,3/23/2017
IMJBL-39223,Guru Mohalla-  Patan,0,0,1,3/23/2017
IMJBL-39237,Gubra Kalan,0,0,1,3/23/2017
IMJBL-39292,Khini,0,0,1,3/23/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/23/2017
IMREW-46031,Amadand,2740,0,1,3/23/2017
IMJBL-15004,Ghunghuti,0,0,1,3/23/2017
IMJBL-15002,Nowrozabad,0,0,1,3/23/2017
IMJBL-15003,Pali,0,0,1,3/23/2017
IMJBL-15008,Pali BB,0,0,0,3/23/2017
IMJBL-15067,BADERI,0,0,1,3/23/2017
IMJBL-15068,NIGHARI,11533,33653,1,3/23/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,3/23/2017
IMJBL-38081,Khamtara,935,0,1,3/23/2017
IMJBL-38061,Ganeshpur_ Rptr,38567,38567,1,3/23/2017
IMREW-46016,Budhanpur,12397,0,1,3/23/2017
IMREW-46025,Funga,0,0,1,3/23/2017
IMREW-46023,Nigwani,0,0,1,3/23/2017
IMREW-46017,Pipariya,0,0,1,3/23/2017
IMJBL-15013,BHAROLA,0,3930,1,3/23/2017
IMJBL-15023,Karkeli,0,0,1,3/23/2017
IMJBL-38019,Badwara,0,0,1,3/23/2017
IMJBL-38131,KATARIYA,0,158,1,3/23/2017
IMJBL-15027,LOHRA,0,0,1,3/23/2017
IMJBL-15001,Umaria 2,0,0,0,3/23/2017
IMJBL-39215,Magarmuna,18813,16489,1,3/24/2017
IMJBL-39356,Sahsan,2937,0,1,3/24/2017
IMJBL-39229,Shahpura,12525,12296,1,3/24/2017
IMJBL-39239,Parsel,0,0,0,3/24/2017
IMJBL-39222,Patan,0,0,0,3/24/2017
IMJBL-39223,Guru Mohalla-  Patan,0,0,1,3/24/2017
IMJBL-39237,Gubra Kalan,0,0,1,3/24/2017
IMJBL-39292,Khini,0,0,0,3/24/2017
IMREW-46002,Jamuna Pasan,317,0,1,3/24/2017
IMREW-46031,Amadand,0,0,1,3/24/2017
IMJBL-15004,Ghunghuti,4201,0,1,3/24/2017
IMJBL-15002,Nowrozabad,0,0,1,3/24/2017
IMJBL-15003,Pali,5980,0,1,3/24/2017
IMJBL-15008,Pali BB,0,0,0,3/24/2017
IMJBL-15067,BADERI,15539,0,1,3/24/2017
IMJBL-15068,NIGHARI,20157,72444,1,3/24/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,3/24/2017
IMJBL-38081,Khamtara,8210,0,1,3/24/2017
IMJBL-38061,Ganeshpur_ Rptr,86251,86251,1,3/24/2017
IMREW-46016,Budhanpur,0,0,1,3/24/2017
IMREW-46025,Funga,0,0,1,3/24/2017
IMREW-46023,Nigwani,0,0,1,3/24/2017
IMREW-46017,Pipariya,0,0,1,3/24/2017
IMJBL-15013,BHAROLA,0,8153,1,3/24/2017
IMJBL-15023,Karkeli,0,0,1,3/24/2017
IMJBL-38019,Badwara,0,0,1,3/24/2017
IMJBL-38131,KATARIYA,4416,11416,1,3/24/2017
IMJBL-15027,LOHRA,0,0,1,3/24/2017
IMJBL-15001,Umaria 2,0,0,0,3/24/2017
IMJBL-39215,Magarmuna,9754,9938,1,3/25/2017
IMJBL-39356,Sahsan,0,239,1,3/25/2017
IMJBL-39229,Shahpura,68157,20205,1,3/25/2017
IMJBL-39239,Parsel,14209,0,1,3/25/2017
IMJBL-39222,Patan,0,0,0,3/25/2017
IMJBL-39223,Guru Mohalla-  Patan,2760,0,1,3/25/2017
IMJBL-39237,Gubra Kalan,0,13428,1,3/25/2017
IMJBL-39292,Khini,0,0,1,3/25/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/25/2017
IMREW-46031,Amadand,0,0,1,3/25/2017
IMJBL-15004,Ghunghuti,0,0,1,3/25/2017
IMJBL-15002,Nowrozabad,0,0,1,3/25/2017
IMJBL-15003,Pali,0,0,1,3/25/2017
IMJBL-15008,Pali BB,0,0,0,3/25/2017
IMJBL-15067,BADERI,0,0,1,3/25/2017
IMJBL-15068,NIGHARI,29791,34373,1,3/25/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,3/25/2017
IMJBL-38081,Khamtara,5198,0,1,3/25/2017
IMJBL-38061,Ganeshpur_ Rptr,62229,62229,1,3/25/2017
IMREW-46016,Budhanpur,0,0,1,3/25/2017
IMREW-46025,Funga,0,0,1,3/25/2017
IMREW-46023,Nigwani,2634,0,1,3/25/2017
IMREW-46017,Pipariya,0,0,1,3/25/2017
IMJBL-15013,BHAROLA,0,544,1,3/25/2017
IMJBL-15023,Karkeli,0,0,1,3/25/2017
IMJBL-38019,Badwara,0,0,1,3/25/2017
IMJBL-38131,KATARIYA,0,13197,1,3/25/2017
IMJBL-15027,LOHRA,0,0,1,3/25/2017
IMJBL-15001,Umaria 2,0,0,0,3/25/2017
IMJBL-39215,Magarmuna,0,13225,1,3/26/2017
IMJBL-39356,Sahsan,0,14721,1,3/26/2017
IMJBL-39229,Shahpura,86313,3243,1,3/26/2017
IMJBL-39239,Parsel,7515,7341,1,3/26/2017
IMJBL-39222,Patan,0,0,0,3/26/2017
IMJBL-39223,Guru Mohalla-  Patan,0,0,1,3/26/2017
IMJBL-39237,Gubra Kalan,0,38888,1,3/26/2017
IMJBL-39292,Khini,0,619,1,3/26/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/26/2017
IMREW-46031,Amadand,0,0,1,3/26/2017
IMJBL-15004,Ghunghuti,0,0,1,3/26/2017
IMJBL-15002,Nowrozabad,0,0,1,3/26/2017
IMJBL-15003,Pali,121,0,1,3/26/2017
IMJBL-15008,Pali BB,0,0,0,3/26/2017
IMJBL-15067,BADERI,7530,0,1,3/26/2017
IMJBL-15068,NIGHARI,2033,22856,1,3/26/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,3/26/2017
IMJBL-38081,Khamtara,9033,0,1,3/26/2017
IMJBL-38061,Ganeshpur_ Rptr,86281,86281,1,3/26/2017
IMREW-46016,Budhanpur,0,0,1,3/26/2017
IMREW-46025,Funga,0,0,1,3/26/2017
IMREW-46023,Nigwani,0,0,1,3/26/2017
IMREW-46017,Pipariya,0,0,1,3/26/2017
IMJBL-15013,BHAROLA,0,4355,1,3/26/2017
IMJBL-15023,Karkeli,0,0,1,3/26/2017
IMJBL-38019,Badwara,0,0,1,3/26/2017
IMJBL-38131,KATARIYA,0,15890,1,3/26/2017
IMJBL-15027,LOHRA,0,0,1,3/26/2017
IMJBL-15001,Umaria 2,0,0,0,3/26/2017
IMJBL-39215,Magarmuna,3022,9473,1,3/27/2017
IMJBL-39356,Sahsan,3026,15232,1,3/27/2017
IMJBL-39229,Shahpura,86195,3052,1,3/27/2017
IMJBL-39239,Parsel,19485,6352,1,3/27/2017
IMJBL-39222,Patan,0,0,0,3/27/2017
IMJBL-39223,Guru Mohalla-  Patan,0,12972,1,3/27/2017
IMJBL-39237,Gubra Kalan,0,36447,1,3/27/2017
IMJBL-39292,Khini,0,3404,1,3/27/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/27/2017
IMREW-46031,Amadand,5276,0,1,3/27/2017
IMJBL-15004,Ghunghuti,0,0,1,3/27/2017
IMJBL-15002,Nowrozabad,0,0,1,3/27/2017
IMJBL-15003,Pali,56,0,1,3/27/2017
IMJBL-15008,Pali BB,0,0,0,3/27/2017
IMJBL-15067,BADERI,12516,0,1,3/27/2017
IMJBL-15068,NIGHARI,968,57427,1,3/27/2017
IMJBL-15006,Bhagra(Umaria),6262,0,1,3/27/2017
IMJBL-38081,Khamtara,2720,0,1,3/27/2017
IMJBL-38061,Ganeshpur_ Rptr,86300,86300,1,3/27/2017
IMREW-46016,Budhanpur,0,0,1,3/27/2017
IMREW-46025,Funga,10516,0,1,3/27/2017
IMREW-46023,Nigwani,0,0,1,3/27/2017
IMREW-46017,Pipariya,0,0,1,3/27/2017
IMJBL-15013,BHAROLA,0,2229,1,3/27/2017
IMJBL-15023,Karkeli,0,0,1,3/27/2017
IMJBL-38019,Badwara,0,0,1,3/27/2017
IMJBL-38131,KATARIYA,0,21817,1,3/27/2017
IMJBL-15027,LOHRA,0,0,1,3/27/2017
IMJBL-15001,Umaria 2,0,0,0,3/27/2017
IMJBL-39215,Magarmuna,21012,13655,1,3/28/2017
IMJBL-39356,Sahsan,139,7316,1,3/28/2017
IMJBL-39229,Shahpura,83097,3559,1,3/28/2017
IMJBL-39239,Parsel,15281,9377,1,3/28/2017
IMJBL-39222,Patan,0,0,0,3/28/2017
IMJBL-39223,Guru Mohalla-  Patan,0,12677,1,3/28/2017
IMJBL-39237,Gubra Kalan,0,15533,1,3/28/2017
IMJBL-39292,Khini,0,2483,1,3/28/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/28/2017
IMREW-46031,Amadand,143,0,1,3/28/2017
IMJBL-15004,Ghunghuti,0,0,1,3/28/2017
IMJBL-15002,Nowrozabad,0,0,1,3/28/2017
IMJBL-15003,Pali,1455,0,1,3/28/2017
IMJBL-15008,Pali BB,0,0,0,3/28/2017
IMJBL-15067,BADERI,348,2460,1,3/28/2017
IMJBL-15068,NIGHARI,18368,27531,1,3/28/2017
IMJBL-15006,Bhagra(Umaria),0,9971,1,3/28/2017
IMJBL-38081,Khamtara,6977,0,1,3/28/2017
IMJBL-38061,Ganeshpur_ Rptr,82799,82799,1,3/28/2017
IMREW-46016,Budhanpur,0,0,1,3/28/2017
IMREW-46025,Funga,3194,0,1,3/28/2017
IMREW-46023,Nigwani,3033,0,1,3/28/2017
IMREW-46017,Pipariya,0,0,1,3/28/2017
IMJBL-15013,BHAROLA,19227,15913,1,3/28/2017
IMJBL-15023,Karkeli,1793,3412,1,3/28/2017
IMJBL-38019,Badwara,0,0,1,3/28/2017
IMJBL-38131,KATARIYA,0,11729,1,3/28/2017
IMJBL-15027,LOHRA,0,930,1,3/28/2017
IMJBL-15001,Umaria 2,0,0,0,3/28/2017
IMJBL-39215,Magarmuna,118,2267,1,3/29/2017
IMJBL-39356,Sahsan,0,965,1,3/29/2017
IMJBL-39229,Shahpura,36987,875,1,3/29/2017
IMJBL-39239,Parsel,4300,3869,1,3/29/2017
IMJBL-39222,Patan,0,0,0,3/29/2017
IMJBL-39223,Guru Mohalla-  Patan,0,119,1,3/29/2017
IMJBL-39237,Gubra Kalan,0,9652,1,3/29/2017
IMJBL-39292,Khini,0,4340,1,3/29/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/29/2017
IMREW-46031,Amadand,0,0,1,3/29/2017
IMJBL-15004,Ghunghuti,2996,0,1,3/29/2017
IMJBL-15002,Nowrozabad,0,0,1,3/29/2017
IMJBL-15003,Pali,0,0,1,3/29/2017
IMJBL-15008,Pali BB,0,0,0,3/29/2017
IMJBL-15067,BADERI,2005,6562,1,3/29/2017
IMJBL-15068,NIGHARI,2954,36940,1,3/29/2017
IMJBL-15006,Bhagra(Umaria),2646,3967,1,3/29/2017
IMJBL-38081,Khamtara,896,0,1,3/29/2017
IMJBL-38061,Ganeshpur_ Rptr,0,4875,1,3/29/2017
IMREW-46016,Budhanpur,10885,0,1,3/29/2017
IMREW-46025,Funga,241,0,1,3/29/2017
IMREW-46023,Nigwani,1524,0,1,3/29/2017
IMREW-46017,Pipariya,0,0,1,3/29/2017
IMJBL-15013,BHAROLA,410,6577,1,3/29/2017
IMJBL-15023,Karkeli,0,2049,1,3/29/2017
IMJBL-38019,Badwara,0,0,1,3/29/2017
IMJBL-38131,KATARIYA,0,240,1,3/29/2017
IMJBL-15027,LOHRA,0,6959,1,3/29/2017
IMJBL-15001,Umaria 2,0,0,0,3/29/2017
IMJBL-39215,Magarmuna,13340,23411,1,3/30/2017
IMJBL-39356,Sahsan,0,3085,1,3/30/2017
IMJBL-39229,Shahpura,86311,1833,1,3/30/2017
IMJBL-39239,Parsel,4205,6126,1,3/30/2017
IMJBL-39222,Patan,0,4441,1,3/30/2017
IMJBL-39223,Guru Mohalla-  Patan,0,6687,1,3/30/2017
IMJBL-39237,Gubra Kalan,0,56406,1,3/30/2017
IMJBL-39292,Khini,0,15770,1,3/30/2017
IMREW-46002,Jamuna Pasan,0,0,1,3/30/2017
IMREW-46031,Amadand,0,0,1,3/30/2017
IMJBL-15004,Ghunghuti,3963,0,1,3/30/2017
IMJBL-15002,Nowrozabad,0,9289,1,3/30/2017
IMJBL-15003,Pali,0,1286,1,3/30/2017
IMJBL-15008,Pali BB,0,0,0,3/30/2017
IMJBL-15067,BADERI,44,4774,1,3/30/2017
IMJBL-15068,NIGHARI,12411,86271,1,3/30/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,3/30/2017
IMJBL-38081,Khamtara,22241,15595,1,3/30/2017
IMJBL-38061,Ganeshpur_ Rptr,0,26475,1,3/30/2017
IMREW-46016,Budhanpur,1449,0,1,3/30/2017
IMREW-46025,Funga,13442,0,1,3/30/2017
IMREW-46023,Nigwani,0,0,1,3/30/2017
IMREW-46017,Pipariya,0,0,1,3/30/2017
IMJBL-15013,BHAROLA,0,6038,1,3/30/2017
IMJBL-15023,Karkeli,0,13840,1,3/30/2017
IMJBL-38019,Badwara,0,1859,1,3/30/2017
IMJBL-38131,KATARIYA,18375,19006,1,3/30/2017
IMJBL-15027,LOHRA,0,5061,1,3/30/2017
IMJBL-15001,Umaria 2,0,2250,1,3/30/2017
IMJBL-39215,Magarmuna,4447,34019,1,3/31/2017
IMJBL-39356,Sahsan,0,5270,1,3/31/2017
IMJBL-39229,Shahpura,86330,4342,1,3/31/2017
IMJBL-39239,Parsel,626,1348,1,3/31/2017
IMJBL-39222,Patan,0,5334,1,3/31/2017
IMJBL-39223,Guru Mohalla-  Patan,0,4000,1,3/31/2017
IMJBL-39237,Gubra Kalan,0,41779,1,3/31/2017
IMJBL-39292,Khini,0,12898,1,3/31/2017
IMREW-46002,Jamuna Pasan,330,1416,1,3/31/2017
IMREW-46031,Amadand,0,3920,1,3/31/2017
IMJBL-15004,Ghunghuti,480,325,1,3/31/2017
IMJBL-15002,Nowrozabad,0,0,1,3/31/2017
IMJBL-15003,Pali,0,0,1,3/31/2017
IMJBL-15008,Pali BB,0,0,0,3/31/2017
IMJBL-15067,BADERI,6046,3667,1,3/31/2017
IMJBL-15068,NIGHARI,972,85890,1,3/31/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,3/31/2017
IMJBL-38081,Khamtara,7742,11007,1,3/31/2017
IMJBL-38061,Ganeshpur_ Rptr,0,12552,1,3/31/2017
IMREW-46016,Budhanpur,0,0,1,3/31/2017
IMREW-46025,Funga,0,2870,1,3/31/2017
IMREW-46023,Nigwani,0,0,1,3/31/2017
IMREW-46017,Pipariya,22781,531,1,3/31/2017
IMJBL-15013,BHAROLA,0,9120,1,3/31/2017
IMJBL-15023,Karkeli,0,13946,1,3/31/2017
IMJBL-38019,Badwara,0,1984,1,3/31/2017
IMJBL-38131,KATARIYA,3349,11525,1,3/31/2017
IMJBL-15027,LOHRA,0,8428,1,3/31/2017
IMJBL-15001,Umaria 2,0,239,1,3/31/2017
IMJBL-39215,Magarmuna,7053,5917,1,4/1/2017
IMJBL-39356,Sahsan,2791,9002,1,4/1/2017
IMJBL-39229,Shahpura,86235,3624,1,4/1/2017
IMJBL-39239,Parsel,21734,8786,1,4/1/2017
IMJBL-39222,Patan,0,2910,1,4/1/2017
IMJBL-39223,Guru Mohalla-  Patan,0,2851,1,4/1/2017
IMJBL-39237,Gubra Kalan,0,22134,1,4/1/2017
IMJBL-39292,Khini,0,8309,1,4/1/2017
IMREW-46002,Jamuna Pasan,2552,46,1,4/1/2017
IMREW-46031,Amadand,0,1334,1,4/1/2017
IMJBL-15004,Ghunghuti,197,5181,1,4/1/2017
IMJBL-15002,Nowrozabad,0,0,1,4/1/2017
IMJBL-15003,Pali,0,0,1,4/1/2017
IMJBL-15008,Pali BB,0,0,0,4/1/2017
IMJBL-15067,BADERI,0,3789,1,4/1/2017
IMJBL-15068,NIGHARI,20085,86207,1,4/1/2017
IMJBL-15006,Bhagra(Umaria),9324,9444,1,4/1/2017
IMJBL-38081,Khamtara,24642,19416,1,4/1/2017
IMJBL-38061,Ganeshpur_ Rptr,0,29308,1,4/1/2017
IMREW-46016,Budhanpur,15510,0,1,4/1/2017
IMREW-46025,Funga,1047,28231,1,4/1/2017
IMREW-46023,Nigwani,3018,4475,1,4/1/2017
IMREW-46017,Pipariya,14008,0,1,4/1/2017
IMJBL-15013,BHAROLA,0,21515,1,4/1/2017
IMJBL-15023,Karkeli,0,9964,1,4/1/2017
IMJBL-38019,Badwara,0,331,1,4/1/2017
IMJBL-38131,KATARIYA,9950,29961,1,4/1/2017
IMJBL-15027,LOHRA,0,20862,1,4/1/2017
IMJBL-15001,Umaria 2,0,0,1,4/1/2017
IMJBL-39215,Magarmuna,6359,11899,1,4/2/2017
IMJBL-39356,Sahsan,997,8469,1,4/2/2017
IMJBL-39229,Shahpura,86282,3638,1,4/2/2017
IMJBL-39239,Parsel,11975,4963,1,4/2/2017
IMJBL-39222,Patan,4199,7844,1,4/2/2017
IMJBL-39223,Guru Mohalla-  Patan,0,10549,1,4/2/2017
IMJBL-39237,Gubra Kalan,0,34574,1,4/2/2017
IMJBL-39292,Khini,0,6202,1,4/2/2017
IMREW-46002,Jamuna Pasan,2887,1210,1,4/2/2017
IMREW-46031,Amadand,0,1308,1,4/2/2017
IMJBL-15004,Ghunghuti,0,0,1,4/2/2017
IMJBL-15002,Nowrozabad,0,0,1,4/2/2017
IMJBL-15003,Pali,0,3168,1,4/2/2017
IMJBL-15008,Pali BB,0,0,0,4/2/2017
IMJBL-15067,BADERI,0,4543,1,4/2/2017
IMJBL-15068,NIGHARI,944,29920,1,4/2/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,4/2/2017
IMJBL-38081,Khamtara,55,8899,1,4/2/2017
IMJBL-38061,Ganeshpur_ Rptr,0,14240,1,4/2/2017
IMREW-46016,Budhanpur,9903,0,1,4/2/2017
IMREW-46025,Funga,4898,12505,1,4/2/2017
IMREW-46023,Nigwani,466,14421,1,4/2/2017
IMREW-46017,Pipariya,12943,0,1,4/2/2017
IMJBL-15013,BHAROLA,0,7009,1,4/2/2017
IMJBL-15023,Karkeli,0,4503,1,4/2/2017
IMJBL-38019,Badwara,0,576,1,4/2/2017
IMJBL-38131,KATARIYA,0,8425,1,4/2/2017
IMJBL-15027,LOHRA,0,6359,1,4/2/2017
IMJBL-15001,Umaria 2,0,1920,1,4/2/2017
IMJBL-39215,Magarmuna,2390,40026,1,4/3/2017
IMJBL-39356,Sahsan,0,3782,1,4/3/2017
